name,positions,rating,club,league,nationality
Issiaga Sylla,LB,72,Montpellier HSC,Ligue 1,Guinea
Yvan Neyou,CDM,72,CD Leganés,La Liga,Cameroon
Frank Magri,ST,72,Toulouse FC,Ligue 1,Cameroon
Tino Kadewere,ST,72,FC Nantes,Ligue 1,Zimbabwe
Keinan Davis,ST,72,Udinese,Serie A,England
Pasquale Mazzocchi,RM,72,Napoli,Serie A,Italy
Conor Coady,CB,72,Leicester City,Premier League,England
Erik Sviatchenko,CB,72,Houston Dynamo,Major League Soccer,Denmark
Budu Zivzivadze,ST,72,1. FC Heidenheim 1846,Bundesliga,Georgia
Han-Noah Massengo,CDM,72,AJ Auxerre,Ligue 1,France
Pietro Comuzzo,CB,72,Fiorentina,Serie A,Italy
Lewis Miley,CM,72,Newcastle United,Premier League,England
Damian,CM,72,RC Celta,La Liga,Spain
Warren Bondo,CM,72,AC Milan,Serie A,France
Kian Fitz-Jim,CM,72,Ajax,Eredivisie,Holland
Manolis Saliakas,RB,72,FC St. Pauli,Bundesliga,Greece
Elias Saad,LW,72,FC St. Pauli,Bundesliga,Tunisia
Luis Perez,RB,72,Real Valladolid CF,La Liga,Spain
Luis Perez,CM,72,Real Valladolid CF,La Liga,Spain
Hugo Guillamon,CDM,72,Valencia CF,La Liga,Spain
Tobias Lauritsen,ST,72,Sparta Rotterdam,Eredivisie,Norway
Tobias Lauritsen,CM,72,Sparta Rotterdam,Eredivisie,Norway
Florian Muller,GK,72,SC Freiburg,Bundesliga,Germany
Daler Kuzyaev,CM,72,Le Havre AC,Ligue 1,Russia
Adam Lallana,CAM,72,Southampton,Premier League,England
Matteo Prati,CDM,72,Cagliari,Serie A,Italy
Seiya Maikuma,RB,72,AZ Alkmaar,Eredivisie,Japan
Armindo Sieb,ST,72,1. FSV Mainz 05,Bundesliga,Germany
Maxim Leitsch,CB,72,1. FSV Mainz 05,Bundesliga,Germany
Lameck Banda,LW,72,Lecce,Serie A,Zambia
Luca Caldirola,CB,72,Monza,Serie A,Italy
Finn Porath,RM,72,Holstein Kiel,Bundesliga,Germany
Rodrigo Gomes,RW,72,Wolverhampton Wanderers,Premier League,Portugal
Stefan Bajcetic,CDM,72,UD Las Palmas,La Liga,Spain
Seydouba Cisse,CM,72,CD Leganés,La Liga,Guinea
Finn Ole Becker,CM,72,TSG 1899 Hoffenheim,Bundesliga,Germany
Stefan Frei,GK,72,Seattle Sounders FC,Major League Soccer,United States
Amahl Pellegrino,LW,72,San Jose Earthquakes,Major League Soccer,Norway
Lautaro Giannetti,CB,72,Udinese,Serie A,Argentina
Max Rosenfelder,CB,72,SC Freiburg,Bundesliga,Germany
Viti Rozada,RM,72,UD Las Palmas,La Liga,Spain
Pacheco,GK,72,Real Sociedad,La Liga,Spain
Pacheco,CB,72,Real Sociedad,La Liga,Spain
Pacheco,CAM,72,Real Sociedad,La Liga,Spain
Alessandro Zanoli,RB,72,Genoa,Serie A,Italy
Omar Haktab Traore,RB,72,1. FC Heidenheim 1846,Bundesliga,Germany
Alessandro Circati,CB,72,Parma,Serie A,Australia
Joakim Nilsson,CB,72,St. Louis CITY SC,Major League Soccer,Sweden
Senny Mayulu,CAM,72,Paris Saint-Germain,Ligue 1,France
Christian Kabasele,CB,72,Udinese,Serie A,Belgium
Tim Ream,CB,72,Charlotte FC,Major League Soccer,United States
Jose Gragera,CDM,72,RCD Espanyol,La Liga,Spain
Ionut Andrei Radu,GK,72,Venezia,Serie A,Romania
Keaton Parks,CDM,72,New York City FC,Major League Soccer,United States
Anthony Losilla,CDM,72,VfL Bochum 1848,Bundesliga,France
Alejo Veliz,ST,72,RCD Espanyol,La Liga,Argentina
Yasin Ayari,CM,72,Brighton & Hove Albion,Premier League,Sweden
Loic Nego,RM,72,Le Havre AC,Ligue 1,Hungary
Diego Coppola,CB,72,Hellas Verona FC,Serie A,Italy
Junior Mwanga,CDM,72,Le Havre AC,Ligue 1,France
Leonardo Campana,ST,72,New England Revolution,Major League Soccer,Ecuador
George Hirst,ST,72,Ipswich Town,Premier League,Scotland
Fran Vieites,GK,72,Real Betis Balompié,La Liga,Spain
Kingsley Ehizibue,RM,72,Udinese,Serie A,Nigeria
Pere Milla,ST,72,RCD Espanyol,La Liga,Spain
Ruben van Bommel,LW,72,AZ Alkmaar,Eredivisie,Holland
Erhan Masovic,CB,72,VfL Bochum 1848,Bundesliga,Serbia
Ilie Sanchez,CDM,72,Austin FC,Major League Soccer,Spain
George Ilenikhena,ST,72,AS Monaco,Ligue 1,France
Artur,CDM,72,Houston Dynamo,Major League Soccer,Brazil
Roman Celentano,GK,72,FC Cincinnati,Major League Soccer,United States
Troy Parrott,ST,72,AZ Alkmaar,Eredivisie,Republic of Ireland
Simone Scuffet,GK,72,Napoli,Serie A,Italy
Selim Amallah,CAM,72,Real Valladolid CF,La Liga,Morocco
Yann Karamoh,LM,72,Torino,Serie A,France
Ameen Al Dakhil,CB,72,VfB Stuttgart,Bundesliga,Belgium
Sergi Gomez,CB,72,RCD Espanyol,La Liga,Spain
Roberto Lopez,CAM,72,CD Leganés,La Liga,Spain
Stian Gregersen,CB,72,Atlanta United,Major League Soccer,Norway
Simon Sohm,CAM,72,Parma,Serie A,Switzerland
Yerson Mosquera,CB,72,Wolverhampton Wanderers,Premier League,Colombia
Paweł Dawidowicz,CB,72,Hellas Verona FC,Serie A,Poland
Hjalmar Ekdal,CB,72,FC Groningen,Eredivisie,Sweden
James McAtee,RW,72,Manchester City,Premier League,England
Jonas Fohrenbach,LB,72,1. FC Heidenheim 1846,Bundesliga,Germany
Eray Comert,CB,72,Real Valladolid CF,La Liga,Switzerland
Nouhou,LB,72,Seattle Sounders FC,Major League Soccer,Cameroon
Amath Ndiaye,LM,72,Real Valladolid CF,La Liga,Senegal
Alhassan Yusuf,CDM,72,New England Revolution,Major League Soccer,Nigeria
Aguado,CM,72,RCD Espanyol,La Liga,Spain
Maya Yoshida,CB,72,LA Galaxy,Major League Soccer,Japan
David Martinez,CB,72,Inter Miami,Major League Soccer,Paraguay
David Martinez,RM,72,Inter Miami,Major League Soccer,Paraguay
Alex Sola,RM,72,Getafe CF,La Liga,Spain
Carlos Coronel,GK,72,New York Red Bulls,Major League Soccer,Paraguay
Pedro Gallese,GK,72,Orlando City SC,Major League Soccer,Peru
Robin Hranac,CB,72,TSG 1899 Hoffenheim,Bundesliga,Czechia
Arthur Desmas,GK,72,Le Havre AC,Ligue 1,France
Bart van Rooij,RB,72,FC Twente,Eredivisie,Holland
Ola Solbakken,RM,72,Empoli,Serie A,Norway
Paxten Aaronson,CAM,72,FC Utrecht,Eredivisie,United States
Youri Regeer,RB,72,Ajax,Eredivisie,Holland
Niels Nkounkou,LB,72,Eintracht Frankfurt,Bundesliga,France
Yohei Takaoka,GK,72,Vancouver Whitecaps FC,Major League Soccer,Japan
Steven Moreira,CB,72,Columbus Crew,Major League Soccer,Cape Verde Islands
Andres Gomez,RM,72,Stade Rennais FC,Ligue 1,Colombia
Warren Kamanzi,RB,72,Toulouse FC,Ligue 1,Norway
Jonas Martin,CDM,72,Stade Brestois 29,Ligue 1,France
Jack Elliott,CB,72,Chicago Fire,Major League Soccer,England
Roberto Gagliardini,CDM,72,Monza,Serie A,Italy
Oumar Diakite,ST,72,Stade de Reims,Ligue 1,Côte d'Ivoire
Marin Ljubicic,ST,72,1. FC Union Berlin,Bundesliga,Croatia
Max Aarons,RB,72,Valencia CF,La Liga,England
Jean Onana,CM,72,Genoa,Serie A,Cameroon
Daniele Ghilardi,CB,72,Hellas Verona FC,Serie A,Italy
Zito Luvumbo,ST,72,Cagliari,Serie A,Angola
Thomas Thiesson Kristensen,CB,72,Udinese,Serie A,Denmark
Mamadou Sylla,ST,72,Real Valladolid CF,La Liga,Senegal
Woyo Coulibaly,RB,72,Leicester City,Premier League,France
Marco Davide Faraoni,RM,72,Hellas Verona FC,Serie A,Italy
Jack Stephens,CB,72,Southampton,Premier League,England
Abakar Sylla,CB,72,RC Strasbourg Alsace,Ligue 1,Côte d'Ivoire
Adrian Beck,CM,72,1. FC Heidenheim 1846,Bundesliga,Germany
Miki Yamane,RB,72,LA Galaxy,Major League Soccer,Japan
Adrian Benedyczak,LM,72,Parma,Serie A,Poland
Jhoanner Chavez,LB,72,RC Lens,Ligue 1,Ecuador
Marnon Busch,RB,72,1. FC Heidenheim 1846,Bundesliga,Germany
Maximo Perrone,CM,72,Como,Serie A,Argentina
Filip Stankovic,GK,72,Venezia,Serie A,Serbia
Filippo Terracciano,RM,72,AC Milan,Serie A,Italy
Cesare Casadei,CM,72,Torino,Serie A,Italy
Carel Eiting,CM,72,Sparta Rotterdam,Eredivisie,Holland
Gaetano Oristanio,CAM,72,Venezia,Serie A,Italy
Mathias Honsak,LM,72,1. FC Heidenheim 1846,Bundesliga,Austria
Diego Gomez,CM,72,Brighton & Hove Albion,Premier League,Paraguay
Walid Cheddira,ST,72,RCD Espanyol,La Liga,Morocco
Nathan Zeze,CB,72,FC Nantes,Ligue 1,France
Tommaso Augello,LB,72,Cagliari,Serie A,Italy
Lucas Rosa,RB,72,Ajax,Eredivisie,Brazil
Ignatius Ganago,ST,72,New England Revolution,Major League Soccer,Cameroon
Hans Nicolussi Caviglia,CM,72,Venezia,Serie A,Italy
Daan Rots,RM,72,FC Twente,Eredivisie,Holland
Peer Koopmeiners,CDM,72,AZ Alkmaar,Eredivisie,Holland
Zion Suzuki,GK,72,Parma,Serie A,Japan
Bobby De Cordova-Reid,RM,72,Leicester City,Premier League,Jamaica
Bas Kuipers,LB,72,FC Twente,Eredivisie,Holland
Nnamdi Collins,CB,72,Eintracht Frankfurt,Bundesliga,Germany
Lucas Gourna-Douath,CDM,72,Roma,Serie A,France
Matteo Cancellieri,LW,72,Parma,Serie A,Italy
Morgan Guilavogui,ST,72,FC St. Pauli,Bundesliga,Guinea
Carlos Dominguez,CB,72,RC Celta,La Liga,Spain
Liberato Cacace,LB,72,Empoli,Serie A,New Zealand
Cedric Teuchert,ST,71,St. Louis CITY SC,Major League Soccer,Germany
Michel Ndary Adopo,CM,71,Cagliari,Serie A,France
Sam Surridge,ST,71,Nashville SC,Major League Soccer,England
Tanguy Coulibaly,LM,71,Montpellier HSC,Ligue 1,France
Antony,RM,71,Portland Timbers,Major League Soccer,Brazil
Antony,LM,71,Portland Timbers,Major League Soccer,Brazil
Jordy Makengo,LB,71,SC Freiburg,Bundesliga,France
Jordan Lefort,LB,71,Angers SCO,Ligue 1,France
Bartosz Slisz,CM,71,Atlanta United,Major League Soccer,Poland
Ahmetcan Kaplan,CB,71,Ajax,Eredivisie,Turkey
Mattia Felici,LM,71,Cagliari,Serie A,Italy
Manquillo,RB,71,RC Celta,La Liga,Spain
Florent Hanin,LB,71,Angers SCO,Ligue 1,France
Jakob Breum,RM,71,Go Ahead Eagles,Eredivisie,Denmark
Ibrahim Sadiq,RW,71,AZ Alkmaar,Eredivisie,Ghana
Kamaldeen Sulemana,LW,71,Southampton,Premier League,Ghana
Etienne Vaessen,GK,71,FC Groningen,Eredivisie,Suriname
Timo Becker,RB,71,Holstein Kiel,Bundesliga,Germany
James Sands,CDM,71,FC St. Pauli,Bundesliga,United States
Mathieu Gorgelin,GK,71,Le Havre AC,Ligue 1,France
Sebastian Walukiewicz,CB,71,Torino,Serie A,Poland
Saidou Sow,CB,71,FC Nantes,Ligue 1,Guinea
Zinedine Ferhat,RM,71,Angers SCO,Ligue 1,Algeria
Jeroen Zoet,GK,71,AZ Alkmaar,Eredivisie,Holland
Theo Bair,ST,71,AJ Auxerre,Ligue 1,Canada
Thiago,LM,71,New York City FC,Major League Soccer,Brazil
Leonidas Stergiou,CB,71,VfB Stuttgart,Bundesliga,Switzerland
Latasa,ST,71,Real Valladolid CF,La Liga,Spain
John Yeboah,RW,71,Venezia,Serie A,Ecuador
Bram Nuytinck,CB,71,NEC Nijmegen,Eredivisie,Holland
Ignace Van der Brempt,RB,71,Como,Serie A,Belgium
Milan Đuric,ST,71,Parma,Serie A,Bosnia and Herzegovina
Kasey McAteer,RW,71,Leicester City,Premier League,Republic of Ireland
Daniel Fila,ST,71,Venezia,Serie A,Czech Republic
Stefano Sabelli,RB,71,Genoa,Serie A,Italy
Josue Casimir,RM,71,Le Havre AC,Ligue 1,France
Lorenzo De Silvestri,RB,71,Bologna,Serie A,Italy
Victor Edvardsen,ST,71,Go Ahead Eagles,Eredivisie,Sweden
Nicola Leali,GK,71,Genoa,Serie A,Italy
Ranko Veselinovic,CB,71,Vancouver Whitecaps FC,Major League Soccer,Serbia
Arthur,CDM,71,Bayer 04 Leverkusen,Bundesliga,Brazil
Arthur,RB,71,Bayer 04 Leverkusen,Bundesliga,Brazil
Cheikh Niasse,CDM,71,Hellas Verona FC,Serie A,Senegal
Junior Adamu,ST,71,SC Freiburg,Bundesliga,Austria
Daniel Mosquera,ST,71,Hellas Verona FC,Serie A,Colombia
Niccolo Pisilli,CM,71,Roma,Serie A,Italy
Kelvin Yeboah,ST,71,Minnesota United FC,Major League Soccer,Italy
Ross Stewart,ST,71,Southampton,Premier League,Scotland
Oliver Burke,RM,71,SV Werder Bremen,Bundesliga,Scotland
Nahuel Estevez,CDM,71,Parma,Serie A,Argentina
Kamal Miller,CB,71,Portland Timbers,Major League Soccer,Canada
Joshua Kitolano,CM,71,Sparta Rotterdam,Eredivisie,Norway
Olasagasti,CM,71,Real Sociedad,La Liga,Spain
Yoann Cathline,LM,71,FC Utrecht,Eredivisie,France
Andries Noppert,GK,71,SC Heerenveen,Eredivisie,Holland
Alessio Zerbin,LW,71,Venezia,Serie A,Italy
Moussa Diarra,LB,71,Deportivo Alavés,La Liga,Mali
Moussa Diarra,CB,71,Deportivo Alavés,La Liga,Mali
Nathan Patterson,RB,71,Everton,Premier League,Scotland
Mattia Viti,CB,71,Empoli,Serie A,Italy
Turrientes,CM,71,Real Sociedad,La Liga,Spain
Tim Iroegbunam,CDM,71,Everton,Premier League,England
Felipe Mora,ST,71,Portland Timbers,Major League Soccer,Chile
Jhon Solis,CDM,71,Girona FC,La Liga,Colombia
Yannik Keitel,CDM,71,VfB Stuttgart,Bundesliga,Germany
Sorba Thomas,RM,71,FC Nantes,Ligue 1,Wales
Jack McGlynn,CM,71,Houston Dynamo,Major League Soccer,United States
Alessio Iovine,RB,71,Como,Serie A,Italy
Badredine Bouanani,RW,71,OGC Nice,Ligue 1,Algeria
Hannes Wolf,RM,71,New York City FC,Major League Soccer,Austria
Tomas Aviles,CB,71,Inter Miami,Major League Soccer,Argentina
Andrea Petagna,ST,71,Monza,Serie A,Italy
Ado Onaiwu,ST,71,AJ Auxerre,Ligue 1,Japan
Richie Laryea,RB,71,Toronto FC,Major League Soccer,Canada
Patrick Schulte,GK,71,Columbus Crew,Major League Soccer,United States
Mathias Kjølø,CDM,71,FC Twente,Eredivisie,Norway
Nicolai Remberg,CM,71,Holstein Kiel,Bundesliga,Germany
Pierre Ekwah,CM,71,AS Saint-Étienne,Ligue 1,France
Yuya Kubo,CM,71,FC Cincinnati,Major League Soccer,Japan
Kristijan Belic,CDM,71,AZ Alkmaar,Eredivisie,Serbia
Antonio Candela,RB,71,Real Valladolid CF,La Liga,Italy
Karl Hein,GK,71,Real Valladolid CF,La Liga,Estonia
Isaak Toure,CB,71,Udinese,Serie A,France
Mickael Nade,CB,71,AS Saint-Étienne,Ligue 1,France
Hugo Sotelo,CM,71,RC Celta,La Liga,Spain
Johannes Eggestein,ST,71,FC St. Pauli,Bundesliga,Germany
Givairo Read,RM,71,Feyenoord,Eredivisie,Holland
Igor Matanovic,ST,71,Eintracht Frankfurt,Bundesliga,Croatia
Pedro Pereira,RM,71,Monza,Serie A,Portugal
Kaua Santos,GK,71,Eintracht Frankfurt,Bundesliga,Brazil
Miguel Rodriguez,RM,71,FC Utrecht,Eredivisie,Spain
Tom Louchet,LW,71,OGC Nice,Ligue 1,France
Aaron Long,CB,71,Los Angeles FC,Major League Soccer,United States
Fode Ballo-Toure,LB,71,Le Havre AC,Ligue 1,Senegal
Caleb Ekuban,ST,71,Genoa,Serie A,Ghana
Diego Luna,LM,71,Real Salt Lake,Major League Soccer,United States
Enzo Tchato,RB,71,Montpellier HSC,Ligue 1,Cameroon
Anass Salah-Eddine,LB,71,Roma,Serie A,Holland
Dayne St. Clair,GK,71,Minnesota United FC,Major League Soccer,Canada
Dirk Proper,CDM,71,NEC Nijmegen,Eredivisie,Holland
Ryan Fraser,LW,71,Southampton,Premier League,Scotland
Jonathan Osorio,CM,71,Toronto FC,Major League Soccer,Canada
Issa Soumare,LM,71,Le Havre AC,Ligue 1,Senegal
Zanka,CB,71,LA Galaxy,Major League Soccer,Denmark
Amin Sarr,ST,71,Hellas Verona FC,Serie A,Sweden
Dylan Batubinsika,CB,71,AS Saint-Étienne,Ligue 1,Congo DR
Jeremy Ebobisse,ST,71,Los Angeles FC,Major League Soccer,Cameroon
Pedro Henrique,ST,71,Shakhtar Donetsk,Premier League,Brazil
Matthias Braunoder,CM,71,Como,Serie A,Austria
Alieu Fadera,LM,71,Como,Serie A,Gambia
Unai Gomez,CAM,71,Athletic Club,La Liga,Spain
Brenner,ST,71,Udinese,Serie A,Brazil
Daniel Bentley,GK,71,Wolverhampton Wanderers,Premier League,England
Tim Oermann,CB,71,VfL Bochum 1848,Bundesliga,Germany
Florian Tardieu,CDM,71,AS Saint-Étienne,Ligue 1,France
Calvin Verdonk,LB,71,NEC Nijmegen,Eredivisie,Indonesia
Alex Valle,LB,71,Como,Serie A,Spain
Daniel Salloi,LW,71,Sporting Kansas City,Major League Soccer,Hungary
Carlos Benavidez,CDM,71,Deportivo Alavés,La Liga,Uruguay
Oliver Valaker Edvardsen,LM,71,Ajax,Eredivisie,Norway
Antoni Milambo,CAM,71,Feyenoord,Eredivisie,Holland
Charlie Taylor,LB,71,Southampton,Premier League,England
Ibrahim Sulemana,CDM,71,Atalanta,Serie A,Ghana
Kellyn Acosta,CM,71,Chicago Fire,Major League Soccer,United States
Julien Duranville,LM,71,Borussia Dortmund,Bundesliga,Belgium
Berrocal,CB,71,Getafe CF,La Liga,Spain
Bamba Dieng,ST,71,Angers SCO,Ligue 1,Senegal
Antoniu Roca,LM,71,RCD Espanyol,La Liga,Spain
Ezequiel Bullaude,CAM,71,Fortuna Sittard,Eredivisie,Argentina
Diogo Goncalves,CM,71,Real Salt Lake,Major League Soccer,Portugal
Pablo Ibanez,CM,71,CA Osasuna,La Liga,Spain
Jesse Joronen,GK,71,Venezia,Serie A,Finland
Armin Gigovic,CM,71,Holstein Kiel,Bundesliga,Bosnia and Herzegovina
Conor Townsend,LB,71,Ipswich Town,Premier League,England
Andrea Carboni,CB,71,Monza,Serie A,Italy
Johnny Russell,RW,71,Real Salt Lake,Major League Soccer,Scotland
DeAndre Yedlin,RB,71,FC Cincinnati,Major League Soccer,United States
Mateu Morey,RB,71,RCD Mallorca,La Liga,Spain
Lucas Mincarelli,LB,71,Montpellier HSC,Ligue 1,France
Marco Brescianini,CM,71,Atalanta,Serie A,Italy
Yannik Engelhardt,CDM,71,Como,Serie A,Germany
Lewis Holtby,CM,71,Holstein Kiel,Bundesliga,Germany
Jay Idzes,CB,71,Venezia,Serie A,Indonesia
Tim Siersleben,CB,71,1. FC Heidenheim 1846,Bundesliga,Germany
Paul Wanner,CAM,71,1. FC Heidenheim 1846,Bundesliga,Germany
Kevin Danois,CM,71,AJ Auxerre,Ligue 1,France
Danley Jean Jacques,CDM,70,Philadelphia Union,Major League Soccer,Haiti
Gerrit Holtmann,LM,70,VfL Bochum 1848,Bundesliga,Philippines
Luke Thomas,LB,70,Leicester City,Premier League,England
Luke Thomas,RM,70,Leicester City,Premier League,England
Oscar Højlund,CM,70,Eintracht Frankfurt,Bundesliga,Denmark
Joe Lumley,GK,70,Southampton,Premier League,England
Santiago Mourino,CB,70,Deportivo Alavés,La Liga,Uruguay
Lamare Bogarde,CDM,70,Aston Villa,Premier League,Holland
Tim Leibold,LB,70,Sporting Kansas City,Major League Soccer,Germany
Federico Ravaglia,GK,70,Bologna,Serie A,Italy
Luca Kerber,CM,70,1. FC Heidenheim 1846,Bundesliga,Germany
Kaj Sierhuis,ST,70,Fortuna Sittard,Eredivisie,Holland
DeJuan Jones,LB,70,San Jose Earthquakes,Major League Soccer,United States
Rassoul Ndiaye,CDM,70,Le Havre AC,Ligue 1,Senegal
Emeka Eneli,CDM,70,Real Salt Lake,Major League Soccer,United States
Umut Tohumcu,CAM,70,TSG 1899 Hoffenheim,Bundesliga,Germany
Alen Halilovic,CAM,70,Fortuna Sittard,Eredivisie,Croatia
Marco Sala,LB,70,Lecce,Serie A,Italy
Jordan Amavi,LB,70,Stade Brestois 29,Ligue 1,France
Timon Weiner,GK,70,Holstein Kiel,Bundesliga,Germany
Yvann Macon,RB,70,AS Saint-Étienne,Ligue 1,France
Diego Garcia,ST,70,CD Leganés,La Liga,Spain
Diego Garcia,LM,70,CD Leganés,La Liga,Spain
Alexander Schwolow,GK,70,1. FC Union Berlin,Bundesliga,Germany
Braian Ojeda,CDM,70,Real Salt Lake,Major League Soccer,Paraguay
Liam Henderson,CM,70,Empoli,Serie A,Scotland
Keegan Rosenberry,RB,70,Colorado Rapids,Major League Soccer,United States
Jordan Zemura,LB,70,Udinese,Serie A,Zimbabwe
Razvan Sava,GK,70,Udinese,Serie A,Romania
Diego Chara,CDM,70,Portland Timbers,Major League Soccer,Colombia
Alberto Grassi,CM,70,Empoli,Serie A,Italy
Kjetil Haug,GK,70,Toulouse FC,Ligue 1,Norway
Bongokuhle Hlongwane,RM,70,Minnesota United FC,Major League Soccer,South Africa
Christian Gytkjær,ST,70,Venezia,Serie A,Denmark
Anis Hadj-Moussa,RW,70,Feyenoord,Eredivisie,Algeria
Paweł Bochniewicz,CB,70,SC Heerenveen,Eredivisie,Poland
Robert Taylor,LW,70,Austin FC,Major League Soccer,Finland
Ylber Ramadani,CDM,70,Lecce,Serie A,Albania
Sekou Mara,ST,70,RC Strasbourg Alsace,Ligue 1,France
Luciano Valente,LM,70,FC Groningen,Eredivisie,Italy
Fabien Centonze,RB,70,FC Nantes,Ligue 1,France
Fali Cande,CB,70,Venezia,Serie A,Guinea-Bissau
Benjamin Bouchouari,CM,70,AS Saint-Étienne,Ligue 1,Morocco
Maxime Busi,RB,70,NAC Breda,Eredivisie,Belgium
Cenk Ozkacar,CB,70,Real Valladolid CF,La Liga,Turkey
Cole Bassett,CAM,70,Colorado Rapids,Major League Soccer,United States
Brooks Lennon,RB,70,Atlanta United,Major League Soccer,United States
Dylan Chambost,CM,70,Columbus Crew,Major League Soccer,France
Domagoj Bradaric,LM,70,Hellas Verona FC,Serie A,Croatia
Dominik Marczuk,RM,70,Real Salt Lake,Major League Soccer,Poland
Jacopo Fazzini,CM,70,Empoli,Serie A,Italy
Oleksandr Svatok,CB,70,Austin FC,Major League Soccer,Ukraine
Pedro Vite,CM,70,Vancouver Whitecaps FC,Major League Soccer,Ecuador
Marcus Coco,RM,70,FC Nantes,Ligue 1,France
Lasse Schøne,CM,70,NEC Nijmegen,Eredivisie,Denmark
Mathias Laborda,CB,70,Vancouver Whitecaps FC,Major League Soccer,Uruguay
Andy Pelmard,CB,70,UD Las Palmas,La Liga,France
Alessandro Bianco,CM,70,Monza,Serie A,Italy
Pierrick Capelle,CDM,70,Angers SCO,Ligue 1,France
Jens Toornstra,CAM,70,FC Utrecht,Eredivisie,Holland
Mattia Bani,CB,70,Genoa,Serie A,Italy
Brandon Bye,RB,70,New England Revolution,Major League Soccer,United States
Jack Taylor,CDM,70,Ipswich Town,Premier League,Republic of Ireland
Bruno Wilson,CB,70,San Jose Earthquakes,Major League Soccer,Portugal
Dailon Rocha Livramento,ST,70,Hellas Verona FC,Serie A,Cape Verde Islands
Santiago Moreno,RM,70,Portland Timbers,Major League Soccer,Colombia
Bruno Martins Indi,CB,70,AZ Alkmaar,Eredivisie,Holland
Willy Kambwala,CB,70,Villarreal CF,La Liga,France
Robin Jansson,CB,70,Orlando City SC,Major League Soccer,Sweden
Antoine Mendy,CB,70,OGC Nice,Ligue 1,France
Rodrigo Guth,CB,70,Fortuna Sittard,Eredivisie,Brazil
Yarek,CB,70,Valencia CF,La Liga,Spain
Mats Deijl,RB,70,Go Ahead Eagles,Eredivisie,Holland
Florent Mollet,CAM,70,FC Nantes,Ligue 1,France
Adam Obert,CB,70,Cagliari,Serie A,Slovakia
Alex McCarthy,GK,70,Southampton,Premier League,England
Mattijs Branderhorst,GK,70,Fortuna Sittard,Eredivisie,Holland
Enric Llansana,CDM,70,Go Ahead Eagles,Eredivisie,Holland
Abdoulaye Bamba,CB,70,Angers SCO,Ligue 1,Côte d'Ivoire
Botond Balogh,CB,70,Parma,Serie A,Hungary
David Brekalo,CB,70,Orlando City SC,Major League Soccer,Slovenia
Peter,RM,70,Getafe CF,La Liga,Dominican Republic
Jakov Medic,CB,70,VfL Bochum 1848,Bundesliga,Croatia
Jakub Stolarczyk,GK,70,Leicester City,Premier League,Poland
David Nemeth,CB,70,FC St. Pauli,Bundesliga,Austria
Arno Verschueren,CAM,70,FC Twente,Eredivisie,Belgium
Sean Nealis,CB,70,New York Red Bulls,Major League Soccer,United States
Frans Kratzig,LB,70,1. FC Heidenheim 1846,Bundesliga,Germany
Carlos Gruezo,CDM,70,LDU Quito,Serie A,Ecuador
Diego Rubio,ST,70,Austin FC,Major League Soccer,Chile
Amine Bassi,CAM,70,Houston Dynamo,Major League Soccer,Morocco
James Hill,CB,70,AFC Bournemouth,Premier League,England
Bilal Nadir,CM,70,Olympique de Marseille,Ligue 1,Morocco
Carlos Forbs,LW,70,Wolverhampton Wanderers,Premier League,Portugal
Marcos Andre,ST,70,Real Valladolid CF,La Liga,Brazil
Stanko Juric,CDM,70,Real Valladolid CF,La Liga,Croatia
Ramon Hendriks,CB,70,VfB Stuttgart,Bundesliga,Holland
Patrick Dorgu,LB,70,Manchester United,Premier League,Denmark
Martin Frese,LB,70,Hellas Verona FC,Serie A,Denmark
John Tolkin,LB,70,Holstein Kiel,Bundesliga,United States
Mike Eerdhuijzen,CB,70,Sparta Rotterdam,Eredivisie,Holland
Robert Gumny,RB,70,FC Augsburg,Bundesliga,Poland
Couhaib Driouech,LW,70,PSV,Eredivisie,Morocco
Luis Abram,CB,70,Atlanta United,Major League Soccer,Peru
Bence Dardai,CAM,70,VfL Wolfsburg,Bundesliga,Hungary
Urko Gonzalez,CB,70,RCD Espanyol,La Liga,Spain
Vitor Costa,LB,70,San Jose Earthquakes,Major League Soccer,Brazil
Jasper Schendelaar,GK,70,PEC Zwolle,Eredivisie,Holland
Patrick Erras,CB,70,Holstein Kiel,Bundesliga,Germany
Khalil Fayad,CM,70,Montpellier HSC,Ligue 1,Morocco
Cher Ndour,CM,70,Fiorentina,Serie A,Italy
Karol Mets,CB,70,FC St. Pauli,Bundesliga,Estonia
James Bree,RB,70,Southampton,Premier League,England
Pascal Stenzel,RB,70,VfB Stuttgart,Bundesliga,Germany
Ramiro Enrique,ST,70,Orlando City SC,Major League Soccer,Argentina
Siebe Horemans,RB,70,FC Utrecht,Eredivisie,Belgium
Alex Roldan,RB,70,Seattle Sounders FC,Major League Soccer,El Salvador
Jackson Ragen,CB,70,Seattle Sounders FC,Major League Soccer,United States
Mikey Moore,LM,70,Tottenham Hotspur,Premier League,England
Sergi Palencia,RB,70,Los Angeles FC,Major League Soccer,Spain
Ivo Pinto,RB,70,Fortuna Sittard,Eredivisie,Portugal
Devis Vasquez,GK,70,Empoli,Serie A,Colombia
Ibrahim Salah,ST,70,Stade Brestois 29,Ligue 1,Morocco
Leo Petrot,LB,70,AS Saint-Étienne,Ligue 1,France
Felix Passlack,RB,70,VfL Bochum 1848,Bundesliga,Germany
